longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity;total_pools
-115.48;32.8;21.0;1260;246.0;805.0;239.0;2.6172;88500.0;INLAND;
-115.52;32.77;18.0;1715;337.0;1166.0;333.0;2.2417;79200.0;INLAND;17
-115.53;32.73;14.0;1527;325.0;1453.0;332.0;1.735;61200.0;INLAND;15
-115.52;32.73;17.0;1190;275.0;1113.0;258.0;2.3571;63100.0;INLAND;
-115.5;32.75;13.0;330;72.0;822.0;64.0;3.4107;142500.0;INLAND;3
-115.55;32.8;23.0;666;142.0;580.0;160.0;2.1136;61000.0;INLAND;
-115.55;32.79;22.0;565;162.0;692.0;141.0;1.2083;53600.0;INLAND;6
-115.54;32.79;30.0;752;194.0;733.0;186.0;1.6607;56100.0;INLAND;
-115.54;32.79;23.0;1712;403.0;1370.0;377.0;1.275;60400.0;INLAND;17
-115.55;32.79;23.0;1004;221.0;697.0;201.0;1.6351;59600.0;INLAND;
-115.57;32.8;33.0;1192;213.0;1066.0;211.0;4.5714;68600.0;INLAND;12
-115.56;32.8;25.0;1311;375.0;1193.0;351.0;2.1979;63900.0;INLAND;13
-115.56;32.8;28.0;1672;416.0;1335.0;397.0;1.5987;59400.0;INLAND;17
-115.56;32.8;15.0;1171;328.0;1024.0;298.0;1.3882;69400.0;INLAND;
-115.56;32.79;18.0;1178;438.0;1377.0;429.0;1.3373;58300.0;INLAND;
-115.56;32.78;34.0;2856;555.0;1627.0;522.0;;76200.0;INLAND;
-115.56;32.79;20.0;2372;835.0;2283.0;767.0;1.1707;62500.0;INLAND;
-115.57;32.79;50.0;1291;277.0;864.0;274.0;1.6667;68100.0;INLAND;13
-115.56;32.78;46.0;2511;490.0;1583.0;469.0;3.0603;70800.0;INLAND;
-115.56;32.78;35.0;1185;202.0;615.0;191.0;4.6154;86200.0;INLAND;
-115.57;32.78;25.0;2007;301.0;1135.0;332.0;5.128;99600.0;INLAND;20
-115.56;32.78;29.0;1568;283.0;848.0;245.0;3.1597;76200.0;INLAND;16
-115.55;32.78;5.0;2652;606.0;1767.0;536.0;;84300.0;INLAND;
-115.58;32.78;5.0;2494;414.0;1416.0;421.0;;110100.0;INLAND;
-115.59;32.79;8.0;2183;307.0;1000.0;287.0;6.3814;159900.0;INLAND;22
-115.58;32.79;14.0;1687;507.0;762.0;451.0;1.6635;64400.0;INLAND;17
-115.57;32.79;34.0;1152;208.0;621.0;208.0;3.6042;73600.0;INLAND;12
-115.57;32.78;29.0;2321;367.0;1173.0;360.0;4.0375;86400.0;INLAND;
-115.57;32.78;20.0;1534;235.0;871.0;222.0;;97200.0;INLAND;
-115.57;32.78;15.0;1413;279.0;803.0;277.0;4.3021;87500.0;INLAND;
-115.56;32.76;15.0;1278;217.0;653.0;185.0;4.4821;140300.0;INLAND;
-115.59;32.69;30.0;935;177.0;649.0;148.0;2.5769;94400.0;INLAND;
-115.49;32.69;17.0;1960;389.0;1691.0;356.0;1.899;64000.0;INLAND;
-115.4;32.7;19.0;583;113.0;531.0;134.0;1.6838;95800.0;INLAND;6
-115.49;32.67;25.0;2322;573.0;2185.0;602.0;1.375;70100.0;INLAND;23
-115.49;32.67;24.0;1266;275.0;1083.0;298.0;1.4828;73100.0;INLAND;
-115.48;32.68;15.0;3414;666.0;2097.0;622.0;;91200.0;INLAND;
-115.5;32.68;18.0;3631;913.0;3565.0;924.0;1.5931;88400.0;INLAND;
-115.5;32.67;35.0;2159;492.0;1694.0;475.0;2.1776;75500.0;INLAND;
-115.49;32.67;29.0;1523;440.0;1302.0;393.0;1.1311;84700.0;INLAND;
-115.51;32.68;11.0;2872;610.0;2644.0;581.0;2.625;72700.0;INLAND;29
-115.52;32.67;6.0;2804;581.0;2807.0;594.0;2.0625;67700.0;INLAND;28
-116.05;33.33;17.0;290;94.0;135.0;57.0;;81300.0;INLAND;3
-116.0;33.19;16.0;245;57.0;81.0;33.0;1.2639;51300.0;INLAND;2
-115.88;32.93;15.0;208;49.0;51.0;20.0;4.0208;32500.0;INLAND;2
-116.0;32.74;26.0;1134;280.0;329.0;158.0;1.4338;43900.0;INLAND;11
-115.9;32.69;18.0;414;86.0;98.0;54.0;1.5417;57500.0;INLAND;4
-116.01;33.41;20.0;1996;515.0;659.0;295.0;2.8684;62800.0;INLAND;20
-115.99;33.4;15.0;1945;536.0;515.0;273.0;2.0109;54300.0;INLAND;19
-115.94;33.38;5.0;186;43.0;41.0;21.0;2.7;58800.0;INLAND;2
-115.98;33.32;8.0;240;46.0;63.0;24.0;1.4688;53800.0;INLAND;
-115.91;33.36;15.0;459;95.0;160.0;73.0;0.922;67500.0;INLAND;
-115.9;33.34;19.0;1210;248.0;329.0;155.0;1.7857;62800.0;INLAND;12
-115.96;33.3;27.0;322;81.0;112.0;57.0;1.125;54400.0;INLAND;3
-115.95;33.28;12.0;99;25.0;37.0;17.0;1.8958;53800.0;INLAND;
-115.8;33.26;2.0;96;18.0;30.0;16.0;5.3374;47500.0;INLAND;1
-114.73;33.43;24.0;796;243.0;227.0;139.0;0.8964;59200.0;INLAND;
-114.98;33.07;18.0;1183;363.0;374.0;127.0;3.1607;57500.0;INLAND;12
-115.73;33.36;19.0;749;238.0;476.0;169.0;1.7727;50000.0;INLAND;7
-115.73;33.35;23.0;1586;448.0;338.0;182.0;1.2132;30000.0;INLAND;
-114.65;32.79;21.0;44;33.0;64.0;27.0;0.8571;25000.0;INLAND;
-114.55;32.8;19.0;2570;820.0;1431.0;608.0;1.275;56100.0;INLAND;26
-114.63;32.76;15.0;1448;378.0;949.0;300.0;0.8585;45000.0;INLAND;14
-114.66;32.74;17.0;1388;386.0;775.0;320.0;1.2049;44000.0;INLAND;
-118.18;37.35;16.0;3806;794.0;1501.0;714.0;2.1212;108300.0;INLAND;38
-118.43;37.4;19.0;2460;405.0;1225.0;425.0;4.1576;141500.0;INLAND;25
-118.6;37.39;19.0;2682;518.0;1134.0;399.0;3.2132;166000.0;INLAND;27
-118.45;37.25;20.0;1468;283.0;721.0;270.0;3.0817;118800.0;INLAND;15
-118.45;37.37;26.0;3135;524.0;1385.0;523.0;;139700.0;INLAND;
-118.42;37.35;21.0;3302;557.0;1413.0;520.0;4.375;180400.0;INLAND;
-118.42;37.36;18.0;2281;520.0;1425.0;465.0;1.7388;54400.0;INLAND;
-118.4;37.36;34.0;2465;619.0;1172.0;575.0;1.9722;116100.0;INLAND;
-118.39;37.37;25.0;3295;824.0;1477.0;770.0;1.8325;105800.0;INLAND;
-118.39;37.36;38.0;1813;410.0;902.0;396.0;2.3261;98400.0;INLAND;18
-118.3;37.17;22.0;3480;673.0;1541.0;636.0;2.75;94500.0;INLAND;35
-117.9;36.95;19.0;99;26.0;51.0;22.0;1.7292;137500.0;INLAND;1
-118.31;36.94;35.0;2563;530.0;861.0;371.0;2.325;80600.0;INLAND;26
-118.05;36.64;34.0;2090;478.0;896.0;426.0;2.0357;74200.0;INLAND;21
-118.18;36.63;23.0;2311;487.0;1019.0;384.0;2.2574;104700.0;INLAND;23
-117.69;36.13;25.0;1709;439.0;632.0;292.0;1.7868;45500.0;INLAND;
-117.02;36.4;19.0;619;239.0;490.0;164.0;2.1;14999.0;INLAND;
-116.22;36.0;14.0;1372;386.0;436.0;213.0;1.1471;32900.0;INLAND;14
-119.02;35.42;42.0;2271;458.0;1124.0;447.0;2.7583;64900.0;INLAND;23
-119.03;35.42;45.0;1628;352.0;754.0;334.0;2.5703;62400.0;INLAND;16
-119.03;35.42;38.0;2952;598.0;1491.0;568.0;2.6094;67900.0;INLAND;
-119.03;35.45;14.0;3520;604.0;1748.0;582.0;4.3162;87100.0;INLAND;35
-119.05;35.44;5.0;2133;487.0;1182.0;438.0;3.0268;77000.0;INLAND;21
-119.02;35.44;29.0;3415;631.0;1527.0;597.0;4.0125;84400.0;INLAND;
-119.02;35.43;39.0;2033;370.0;956.0;379.0;3.1736;70700.0;INLAND;20
-119.02;35.42;40.0;1089;226.0;520.0;218.0;;67200.0;INLAND;11
-119.02;35.42;36.0;2044;447.0;1021.0;374.0;1.8472;57400.0;INLAND;20
-119.02;35.42;40.0;1912;439.0;1015.0;413.0;1.4598;52600.0;INLAND;
-119.03;35.42;42.0;1705;418.0;905.0;393.0;1.6286;54600.0;INLAND;17
-119.03;35.41;41.0;1808;435.0;1005.0;373.0;1.7857;54300.0;INLAND;
-119.04;35.42;47.0;1691;402.0;913.0;358.0;1.8403;54700.0;INLAND;17
-119.05;35.42;41.0;1992;421.0;1006.0;419.0;2.8393;57000.0;INLAND;20
-119.05;35.42;35.0;2353;483.0;1368.0;455.0;2.325;63200.0;INLAND;
-119.02;35.41;21.0;2534;554.0;1297.0;517.0;2.0575;67000.0;INLAND;
-119.02;35.41;41.0;2221;516.0;1106.0;473.0;1.97;51900.0;INLAND;22
-119.03;35.41;37.0;1761;443.0;911.0;365.0;2.0331;53200.0;INLAND;
-119.04;35.41;25.0;1577;310.0;844.0;309.0;3.0625;69400.0;INLAND;16
-119.02;35.41;31.0;2348;701.0;1413.0;611.0;1.3222;51400.0;INLAND;23
-119.03;35.4;35.0;2608;620.0;1566.0;583.0;2.1818;63500.0;INLAND;
-119.04;35.41;20.0;3268;833.0;1622.0;758.0;;67500.0;INLAND;33
-119.08;35.42;10.0;4159;608.0;2089.0;591.0;5.5261;132000.0;INLAND;42
-119.07;35.42;19.0;3889;832.0;1872.0;731.0;2.6812;107600.0;INLAND;39
-119.09;35.41;12.0;3449;522.0;1754.0;551.0;5.6235;130600.0;INLAND;
-119.11;35.42;52.0;154;;37.0;16.0;10.0263;200000.0;INLAND;
-119.09;35.43;28.0;254;35.0;118.0;37.0;4.8571;237500.0;INLAND;
-119.05;35.4;18.0;1894;319.0;846.0;317.0;3.8611;126400.0;INLAND;
-119.08;35.39;10.0;6435;1040.0;3242.0;1030.0;;132200.0;INLAND;64
-119.01;35.4;11.0;8739;2190.0;4781.0;1919.0;;44600.0;INLAND;
-119.01;35.39;29.0;1820;459.0;1134.0;419.0;1.8289;59400.0;INLAND;18
-119.01;35.38;36.0;790;224.0;426.0;208.0;1.4427;50600.0;INLAND;
-119.02;35.39;30.0;227;75.0;169.0;101.0;1.3527;60000.0;INLAND;
-118.99;35.4;43.0;2225;392.0;890.0;374.0;4.0208;90400.0;INLAND;22
-118.99;35.4;48.0;1908;331.0;789.0;321.0;3.5714;84600.0;INLAND;19
-119.0;35.4;44.0;2250;378.0;928.0;379.0;4.3906;93900.0;INLAND;23
-119.0;35.39;42.0;2839;516.0;1203.0;487.0;3.7708;79400.0;INLAND;28
-119.0;35.39;51.0;1373;284.0;648.0;300.0;;72100.0;INLAND;14
-118.97;35.41;36.0;1896;315.0;937.0;303.0;3.996;85500.0;INLAND;19
-118.97;35.4;34.0;1859;323.0;854.0;309.0;3.1906;76200.0;INLAND;19
-118.98;35.4;34.0;813;171.0;440.0;170.0;2.8393;69800.0;INLAND;8
-118.98;35.4;36.0;1443;273.0;680.0;259.0;2.9821;73100.0;INLAND;
-118.98;35.4;36.0;1864;331.0;1052.0;325.0;3.4205;76600.0;INLAND;
-118.98;35.41;36.0;1482;266.0;640.0;274.0;3.875;94500.0;INLAND;
-118.96;35.4;28.0;4667;875.0;2404.0;841.0;3.2325;89000.0;INLAND;47
-118.96;35.41;29.0;3548;729.0;1542.0;659.0;2.947;87100.0;INLAND;
-118.95;35.4;23.0;4483;894.0;2136.0;883.0;3.6875;101700.0;INLAND;
-118.96;35.4;27.0;2473;400.0;1271.0;427.0;;89100.0;INLAND;25
-118.96;35.39;23.0;5624;1148.0;2842.0;1042.0;3.1297;79000.0;INLAND;
-118.96;35.38;34.0;2047;347.0;888.0;352.0;3.6734;92900.0;INLAND;20
-118.95;35.38;35.0;2220;388.0;906.0;373.0;3.5938;95200.0;INLAND;
-118.96;35.38;41.0;2417;435.0;973.0;406.0;3.0568;85600.0;INLAND;
-118.94;35.38;26.0;4800;831.0;2365.0;743.0;3.7533;87000.0;INLAND;
-118.95;35.38;30.0;2594;478.0;1419.0;480.0;3.725;83100.0;INLAND;26
-118.92;35.38;33.0;3122;579.0;1733.0;545.0;3.8307;70600.0;INLAND;
-118.95;35.41;21.0;3999;727.0;1889.0;688.0;3.875;99500.0;INLAND;
-118.94;35.4;14.0;5548;941.0;2815.0;935.0;4.2214;104600.0;INLAND;55
-118.94;35.39;27.0;3074;452.0;1223.0;452.0;5.4592;139100.0;INLAND;31
-118.94;35.39;13.0;3137;417.0;1318.0;397.0;7.7751;194100.0;INLAND;31
-118.9;35.41;6.0;4656;971.0;2320.0;935.0;3.0938;100800.0;INLAND;47
-118.94;35.41;10.0;3216;526.0;1539.0;483.0;6.3639;143000.0;INLAND;32
-118.91;35.4;10.0;3587;774.0;1398.0;763.0;2.569;113000.0;INLAND;
-118.87;35.37;14.0;2458;433.0;1352.0;411.0;3.5441;87000.0;INLAND;
-118.91;35.37;32.0;4121;755.0;2590.0;721.0;3.3462;67600.0;INLAND;41
-118.88;35.34;20.0;1351;255.0;762.0;253.0;2.1111;105300.0;INLAND;
-118.92;35.37;17.0;3589;701.0;1746.0;640.0;;75700.0;INLAND;36
-118.93;35.37;34.0;2412;446.0;1558.0;421.0;2.6903;62800.0;INLAND;24
-118.94;35.37;33.0;3372;741.0;2352.0;704.0;;57600.0;INLAND;
-118.94;35.37;23.0;1106;252.0;790.0;230.0;1.8523;59700.0;INLAND;
-118.95;35.37;34.0;1672;359.0;1059.0;349.0;2.1588;61300.0;INLAND;17
-118.94;35.37;37.0;1667;362.0;971.0;335.0;2.875;57400.0;INLAND;17
-118.95;35.37;37.0;1475;327.0;946.0;295.0;1.6728;55400.0;INLAND;15
-118.96;35.37;41.0;1463;339.0;1066.0;318.0;1.7467;52400.0;INLAND;15
-118.96;35.37;40.0;1603;374.0;1026.0;337.0;1.365;54300.0;INLAND;
-118.97;35.39;38.0;2121;433.0;1547.0;441.0;2.774;59500.0;INLAND;
-118.97;35.38;32.0;1361;363.0;1483.0;297.0;1.625;46800.0;INLAND;
-118.98;35.38;39.0;1497;383.0;1182.0;355.0;;50000.0;INLAND;
-118.97;35.38;42.0;1185;358.0;1038.0;299.0;;48000.0;INLAND;
-118.97;35.37;41.0;2396;602.0;1781.0;543.0;1.8819;58000.0;INLAND;24
-118.97;35.38;35.0;1673;426.0;1041.0;413.0;1.375;57500.0;INLAND;
-118.99;35.38;26.0;1317;374.0;1025.0;304.0;1.4024;51000.0;INLAND;
-118.99;35.38;30.0;1390;361.0;1116.0;298.0;1.3451;57500.0;INLAND;14
-118.98;35.39;22.0;1812;457.0;1592.0;420.0;;49100.0;INLAND;18
-118.98;35.38;24.0;1807;465.0;1460.0;410.0;1.4786;54800.0;INLAND;
-118.98;35.38;34.0;1020;247.0;795.0;228.0;1.625;50800.0;INLAND;
-118.98;35.38;28.0;1171;299.0;1193.0;273.0;0.8639;49400.0;INLAND;
-118.99;35.39;39.0;2228;542.0;1516.0;435.0;1.6009;48800.0;INLAND;22
-118.99;35.39;36.0;1438;348.0;1054.0;341.0;1.8319;55400.0;INLAND;14
-118.99;35.39;52.0;2805;573.0;1325.0;522.0;2.5083;70100.0;INLAND;28
-118.98;35.39;29.0;607;177.0;476.0;143.0;1.1875;50700.0;INLAND;6
-118.98;35.39;32.0;2620;682.0;2375.0;684.0;1.2618;46900.0;INLAND;
-119.0;35.37;41.0;303;78.0;216.0;80.0;2.2212;55500.0;INLAND;
-118.99;35.37;36.0;832;198.0;814.0;174.0;1.4773;57400.0;INLAND;
-118.99;35.37;38.0;918;220.0;743.0;222.0;1.7292;58100.0;INLAND;
-118.98;35.37;35.0;825;179.0;670.0;181.0;1.1638;57900.0;INLAND;
-118.97;35.37;52.0;425;119.0;380.0;97.0;1.4125;42500.0;INLAND;4
-119.01;35.38;44.0;434;110.0;274.0;86.0;1.1944;57500.0;INLAND;
-119.01;35.38;52.0;114;26.0;158.0;26.0;1.075;67500.0;INLAND;
-119.01;35.37;35.0;120;35.0;477.0;41.0;1.9125;47500.0;INLAND;1
-119.01;35.37;44.0;593;136.0;364.0;121.0;1.4779;66000.0;INLAND;6
-119.02;35.38;52.0;90;35.0;36.0;31.0;0.8054;60000.0;INLAND;
-119.02;35.38;48.0;346;92.0;129.0;63.0;1.1875;63800.0;INLAND;3
-119.02;35.39;52.0;191;52.0;106.0;49.0;2.0455;72500.0;INLAND;
-119.01;35.37;45.0;629;143.0;568.0;139.0;1.7321;84400.0;INLAND;6
-119.03;35.38;38.0;2122;394.0;843.0;410.0;3.0;91800.0;INLAND;21
-119.03;35.38;52.0;1695;290.0;540.0;260.0;2.7312;147100.0;INLAND;
-119.03;35.37;52.0;1503;367.0;554.0;277.0;1.6786;126600.0;INLAND;
-119.04;35.37;44.0;1618;310.0;667.0;300.0;2.875;82700.0;INLAND;16
-119.03;35.39;28.0;4513;764.0;1593.0;763.0;2.9821;118700.0;INLAND;45
-119.04;35.36;36.0;1942;414.0;1051.0;411.0;1.8362;66900.0;INLAND;
-119.05;35.36;30.0;4635;800.0;2307.0;754.0;;84700.0;INLAND;
-119.05;35.36;16.0;4507;1049.0;2261.0;959.0;3.3261;118400.0;INLAND;
-119.07;35.36;19.0;5254;894.0;2155.0;831.0;4.6705;110700.0;INLAND;53
-119.08;35.36;12.0;6442;1116.0;2966.0;1092.0;4.5791;123400.0;INLAND;64
-119.06;35.36;9.0;1228;234.0;409.0;212.0;4.3482;95200.0;INLAND;
-119.03;35.37;42.0;2508;483.0;1035.0;442.0;2.6513;72300.0;INLAND;25
-119.03;35.36;41.0;1944;363.0;977.0;388.0;3.9097;81300.0;INLAND;
-119.04;35.36;40.0;1533;312.0;771.0;306.0;3.0435;69500.0;INLAND;
-119.04;35.37;46.0;1637;338.0;714.0;297.0;2.1818;75300.0;INLAND;16
-119.02;35.37;44.0;2687;620.0;1521.0;549.0;1.7213;61600.0;INLAND;27
-119.02;35.36;48.0;1833;396.0;947.0;363.0;2.2827;70000.0;INLAND;18
-119.02;35.36;47.0;1631;340.0;847.0;315.0;2.5062;73700.0;INLAND;16
-119.03;35.36;41.0;2551;594.0;1342.0;595.0;1.9671;76800.0;INLAND;
-119.01;35.37;38.0;1702;380.0;1191.0;366.0;1.8801;57800.0;INLAND;17
-119.01;35.36;38.0;1838;388.0;1203.0;373.0;1.6797;60700.0;INLAND;18
-119.01;35.36;36.0;2658;626.0;1490.0;529.0;1.2157;57000.0;INLAND;27
-119.01;35.36;24.0;1941;484.0;1277.0;435.0;1.056;51600.0;INLAND;19
-119.01;35.37;33.0;821;181.0;579.0;172.0;;46700.0;INLAND;
-119.0;35.36;40.0;850;227.0;764.0;186.0;0.9407;43600.0;INLAND;
-119.0;35.36;39.0;896;217.0;805.0;197.0;1.25;42500.0;INLAND;
-119.0;35.35;35.0;1164;277.0;992.0;284.0;1.4015;48700.0;INLAND;
-119.0;35.36;35.0;1021;280.0;1258.0;239.0;1.7375;48600.0;INLAND;10
-118.98;35.37;36.0;1562;398.0;1223.0;329.0;0.9675;47100.0;INLAND;
-118.98;35.36;29.0;1244;266.0;933.0;227.0;1.6981;49400.0;INLAND;12
-118.98;35.36;15.0;1482;338.0;1059.0;279.0;1.2617;42700.0;INLAND;
-118.99;35.36;18.0;1524;354.0;1210.0;344.0;1.1136;47800.0;INLAND;15
-118.99;35.36;31.0;1498;359.0;1168.0;340.0;1.2232;49300.0;INLAND;15
-118.94;35.36;19.0;2714;512.0;1823.0;500.0;3.1281;76200.0;INLAND;27
-118.95;35.36;30.0;2294;508.0;1753.0;482.0;;54700.0;INLAND;
-118.96;35.37;32.0;1025;259.0;874.0;236.0;1.9612;53400.0;INLAND;
-118.96;35.36;35.0;2285;497.0;1738.0;480.0;2.4848;54000.0;INLAND;
-118.97;35.37;34.0;1379;333.0;1156.0;315.0;;48900.0;INLAND;
-118.97;35.36;31.0;1418;306.0;1219.0;312.0;1.5743;46700.0;INLAND;14
-118.95;35.32;29.0;3480;608.0;2007.0;541.0;3.2738;78700.0;INLAND;
-118.98;35.35;21.0;496;131.0;511.0;124.0;;33200.0;INLAND;5
-118.99;35.35;27.0;1615;355.0;1380.0;332.0;1.6632;49800.0;INLAND;
-118.99;35.33;36.0;1590;367.0;1311.0;390.0;1.6786;52900.0;INLAND;
-118.99;35.32;26.0;875;199.0;567.0;204.0;;36600.0;INLAND;
-119.0;35.35;31.0;2931;716.0;1969.0;588.0;2.2155;62100.0;INLAND;29
-118.99;35.35;32.0;1293;317.0;1109.0;286.0;1.1786;45600.0;INLAND;
-119.01;35.35;34.0;1354;325.0;922.0;304.0;2.1875;58000.0;INLAND;14
-119.01;35.34;44.0;1730;343.0;782.0;278.0;3.0208;63700.0;INLAND;17
-119.02;35.35;42.0;1239;251.0;776.0;272.0;1.983;63300.0;INLAND;12
-119.01;35.35;39.0;598;149.0;366.0;132.0;1.9125;57900.0;INLAND;6
-119.02;35.35;38.0;1472;305.0;670.0;282.0;2.2407;76000.0;INLAND;15
-119.02;35.34;38.0;1463;294.0;692.0;295.0;;65800.0;INLAND;15
-119.03;35.34;36.0;3474;645.0;1679.0;616.0;2.7256;71900.0;INLAND;35
-119.03;35.35;34.0;1441;294.0;695.0;275.0;;73700.0;INLAND;
-119.04;35.35;31.0;1607;336.0;817.0;307.0;2.5644;73000.0;INLAND;16
-119.04;35.35;27.0;4590;897.0;2212.0;894.0;3.1753;85000.0;INLAND;
-119.06;35.35;20.0;9351;2139.0;4584.0;1953.0;2.575;69900.0;INLAND;
-119.05;35.34;14.0;3580;984.0;1933.0;912.0;2.6637;175000.0;INLAND;
-119.05;35.33;18.0;12707;2685.0;7009.0;2552.0;2.9438;87200.0;INLAND;
-119.05;35.34;17.0;2387;437.0;1204.0;423.0;4.0529;106200.0;INLAND;24
-119.07;35.35;24.0;4119;865.0;1294.0;879.0;2.4123;86200.0;INLAND;41
-119.07;35.34;16.0;4201;786.0;1667.0;724.0;4.8839;134100.0;INLAND;
-119.12;35.33;4.0;8574;1489.0;4250.0;1444.0;;103400.0;INLAND;86
-119.1;35.35;5.0;4597;1071.0;1916.0;870.0;4.0327;131000.0;INLAND;
-119.08;35.34;18.0;4070;512.0;1580.0;540.0;10.5941;245800.0;INLAND;
-119.08;35.35;20.0;892;129.0;331.0;135.0;7.1837;176300.0;INLAND;
-119.09;35.35;14.0;2113;256.0;842.0;265.0;8.5325;224100.0;INLAND;
-119.08;35.34;16.0;1535;238.0;768.0;236.0;5.4449;118500.0;INLAND;
-119.08;35.34;15.0;1474;235.0;768.0;238.0;4.1528;130100.0;INLAND;
-119.1;35.33;4.0;6640;898.0;3121.0;902.0;6.759;170300.0;INLAND;
-119.08;35.32;8.0;11609;2141.0;5696.0;2100.0;;106300.0;INLAND;116
-119.09;35.33;9.0;7085;1148.0;3084.0;1052.0;4.997;142900.0;INLAND;
-119.06;35.32;15.0;3944;746.0;2355.0;757.0;3.569;70700.0;INLAND;
-119.07;35.33;13.0;9027;1901.0;4870.0;1797.0;3.406;100700.0;INLAND;
-119.06;35.33;14.0;5264;1064.0;3278.0;1049.0;3.8117;82800.0;INLAND;53
-119.02;35.34;34.0;2861;510.0;1375.0;486.0;3.4286;71400.0;INLAND;29
-119.02;35.33;26.0;3691;826.0;2072.0;827.0;2.1553;84700.0;INLAND;
-119.03;35.33;21.0;3057;698.0;1627.0;680.0;2.7083;84700.0;INLAND;
-119.03;35.34;34.0;2221;436.0;1131.0;408.0;3.0486;68500.0;INLAND;22
-119.01;35.34;36.0;973;219.0;613.0;187.0;1.5625;46700.0;INLAND;
-119.01;35.33;42.0;1120;255.0;677.0;213.0;1.5429;39400.0;INLAND;
-119.0;35.33;35.0;991;221.0;620.0;207.0;1.9417;53800.0;INLAND;
-119.01;35.33;32.0;3068;628.0;1897.0;607.0;2.4234;63700.0;INLAND;31
-119.02;35.33;35.0;2053;412.0;1193.0;387.0;2.75;65800.0;INLAND;
-119.02;35.34;35.0;1650;390.0;1145.0;343.0;1.5357;56500.0;INLAND;
-118.99;35.32;35.0;1576;405.0;870.0;282.0;1.6575;59500.0;INLAND;
-118.99;35.3;33.0;2248;434.0;1461.0;405.0;2.9402;56200.0;INLAND;22
-119.0;35.31;37.0;1337;275.0;767.0;273.0;1.6522;53300.0;INLAND;13
-119.09;35.3;3.0;2821;519.0;1353.0;495.0;3.6852;109800.0;INLAND;28
-119.04;35.32;20.0;37;11.0;34.0;8.0;1.2;50000.0;INLAND;
-119.05;35.32;11.0;7035;1455.0;3525.0;1387.0;3.4827;93600.0;INLAND;70
-119.04;35.31;11.0;2161;371.0;1267.0;388.0;4.1957;92700.0;INLAND;
-119.03;35.32;12.0;2721;549.0;1294.0;523.0;2.5575;100200.0;INLAND;27
-119.02;35.32;14.0;2927;588.0;1821.0;561.0;3.3529;82600.0;INLAND;
-119.05;35.3;9.0;10822;1994.0;6241.0;1906.0;4.0631;88200.0;INLAND;108
-119.03;35.3;10.0;829;146.0;447.0;173.0;4.1484;102900.0;INLAND;
-119.02;35.3;10.0;7397;1369.0;4611.0;1310.0;3.6369;81600.0;INLAND;74
-119.01;35.32;23.0;4870;965.0;2717.0;928.0;2.596;70000.0;INLAND;49
-119.01;35.31;19.0;7092;1517.0;4101.0;1436.0;2.1006;74800.0;INLAND;
-119.01;35.3;7.0;8596;1597.0;4893.0;1520.0;3.9054;80900.0;INLAND;
-119.07;35.27;25.0;3081;635.0;1830.0;591.0;2.5804;97900.0;INLAND;
-119.13;35.22;5.0;6268;1003.0;3269.0;980.0;5.1457;118200.0;INLAND;63
-119.01;35.24;6.0;80;16.0;66.0;21.0;3.125;65000.0;INLAND;1
-119.01;35.28;10.0;7011;1453.0;4163.0;1307.0;2.7659;77500.0;INLAND;
-118.99;35.24;40.0;282;59.0;213.0;71.0;2.35;91700.0;INLAND;
-118.99;35.27;32.0;444;102.0;242.0;87.0;1.1528;150000.0;INLAND;4
-118.93;34.82;24.0;806;168.0;323.0;136.0;3.5;113900.0;INLAND;8
-118.95;34.83;18.0;3278;762.0;1338.0;550.0;2.9891;116500.0;INLAND;
-118.95;34.81;30.0;2817;604.0;1089.0;412.0;3.1364;123500.0;INLAND;28
-119.15;34.83;6.0;8733;1600.0;2006.0;736.0;4.5724;168400.0;INLAND;87
-119.16;34.95;14.0;4054;787.0;1581.0;579.0;3.0882;148200.0;INLAND;
-118.93;34.82;8.0;508;111.0;229.0;84.0;4.0332;128300.0;INLAND;5
-119.4;35.06;21.0;2213;458.0;1250.0;440.0;2.9187;52100.0;INLAND;22
-119.45;35.07;45.0;973;183.0;500.0;177.0;2.6389;30000.0;INLAND;10
-119.42;35.19;26.0;890;172.0;483.0;170.0;4.15;68200.0;INLAND;9
-119.5;35.27;23.0;3827;696.0;1993.0;617.0;3.0742;57900.0;INLAND;
-119.48;35.17;36.0;116;20.0;39.0;18.0;;37500.0;INLAND;1
-119.45;35.16;34.0;3437;696.0;1783.0;608.0;2.3912;52900.0;INLAND;34
-119.46;35.17;40.0;4164;812.0;1998.0;773.0;2.8323;50800.0;INLAND;
-119.46;35.14;30.0;2943;;1565.0;584.0;2.5313;45800.0;INLAND;
-119.47;35.14;19.0;4190;690.0;1973.0;702.0;;88300.0;INLAND;
-119.45;35.15;33.0;5050;964.0;2293.0;919.0;;75400.0;INLAND;51
-119.45;35.13;34.0;1440;309.0;808.0;294.0;2.3013;26600.0;INLAND;
-119.46;35.13;46.0;2745;543.0;1423.0;482.0;2.1955;26900.0;INLAND;
-119.47;35.13;44.0;4599;877.0;2140.0;831.0;2.9952;63800.0;INLAND;
-119.47;35.4;32.0;2167;421.0;1301.0;394.0;1.9718;69800.0;INLAND;22
-119.42;35.4;24.0;2585;480.0;1442.0;424.0;2.8452;104700.0;INLAND;
